accident_year,weekNum,count
2012,1,2946
2012,2,2748
2012,3,2887
2012,4,2885
2012,5,2581
2012,6,2794
2012,7,2429
2012,8,2737
2012,9,2751
2012,10,2891
2012,11,2607
2012,12,2737
2012,13,3124
2012,14,2507
2012,15,2669
2012,16,2695
2012,17,2771
2012,18,2474
2012,19,3096
2012,20,2634
2012,21,3289
2012,22,3066
2012,23,2755
2012,24,2875
2012,25,2815
2012,26,2758
2012,27,2550
2012,28,3097
2012,29,2816
2012,30,3109
2012,31,2381
2012,32,2800
2012,33,2647
2012,34,2667
2012,35,2802
2012,36,2525
2012,37,2801
2012,38,3090
2012,39,3136
2012,40,2536
2012,41,2855
2012,42,3024
2012,43,2787
2012,44,2680
2012,45,2958
2012,46,2867
2012,47,3159
2012,48,3127
2012,49,2771
2012,50,2976
2012,51,3051
2012,52,1838
2013,1,2469
2013,2,2562
2013,3,2309
2013,4,2094
2013,5,2607
2013,6,2758
2013,7,2667
2013,8,2080
2013,9,2278
2013,10,2924
2013,11,2527
2013,12,2221
2013,13,1947
2013,14,2562
2013,15,2952
2013,16,2520
2013,17,2482
2013,18,2548
2013,19,3039
2013,20,2608
2013,21,2607
2013,22,2329
2013,23,2745
2013,24,2833
2013,25,2562
2013,26,2864
2013,27,2726
2013,28,2793
2013,29,2937
2013,30,2790
2013,31,2669
2013,32,2910
2013,33,2625
2013,34,2657
2013,35,2783
2013,36,2625
2013,37,2879
2013,38,2784
2013,39,2707
2013,40,2446
2013,41,2784
2013,42,3088
2013,43,3057
2013,44,2911
2013,45,2736
2013,46,3035
2013,47,2910
2013,48,3082
2013,49,2497
2013,50,2949
2013,51,3149
2013,52,2037
2014,1,2719
2014,2,2955
2014,3,2938
2014,4,2857
2014,5,2746
2014,6,2682
2014,7,2750
2014,8,2394
2014,9,2778
2014,10,2782
2014,11,3001
2014,12,2625
2014,13,2714
2014,14,2620
2014,15,3052
2014,16,2559
2014,17,2506
2014,18,2591
2014,19,2742
2014,20,3187
2014,21,2907
2014,22,2463
2014,23,2749
2014,24,2909
2014,25,2894
2014,26,3077
2014,27,2978
2014,28,2837
2014,29,2910
2014,30,3042
2014,31,2725
2014,32,3023
2014,33,2861
2014,34,2728
2014,35,2641
2014,36,2693
2014,37,2877
2014,38,2795
2014,39,2777
2014,40,2801
2014,41,3145
2014,42,2996
2014,43,2698
2014,44,3035
2014,45,2836
2014,46,3017
2014,47,3060
2014,48,3111
2014,49,2693
2014,50,2942
2014,51,2932
2014,52,1972
2015,1,1050
2015,2,2824
2015,3,2965
2015,4,2730
2015,5,2753
2015,6,2713
2015,7,2732
2015,8,2560
2015,9,2475
2015,10,2723
2015,11,2433
2015,12,2309
2015,13,2532
2015,14,2379
2015,15,2923
2015,16,2523
2015,17,2817
2015,18,2715
2015,19,2604
2015,20,2904
2015,21,2716
2015,22,2301
2015,23,2822
2015,24,2683
2015,25,2607
2015,26,2790
2015,27,2740
2015,28,2925
2015,29,2834
2015,30,2850
2015,31,2734
2015,32,2655
2015,33,2622
2015,34,2585
2015,35,2662
2015,36,2609
2015,37,2804
2015,38,2912
2015,39,2994
2015,40,2902
2015,41,2684
2015,42,2714
2015,43,2718
2015,44,2661
2015,45,2706
2015,46,2862
2015,47,2807
2015,48,2923
2015,49,2697
2015,50,2683
2015,51,2864
2015,52,2230
2015,53,1096
2016,1,2529
2016,2,3023
2016,3,2704
2016,4,2646
2016,5,2369
2016,6,2607
2016,7,2556
2016,8,2448
2016,9,2513
2016,10,2576
2016,11,2375
2016,12,2280
2016,13,2530
2016,14,2414
2016,15,2603
2016,16,2562
2016,17,2682
2016,18,2635
2016,19,2657
2016,20,2505
2016,21,2684
2016,22,2370
2016,23,2674
2016,24,2617
2016,25,2638
2016,26,2616
2016,27,2538
2016,28,2825
2016,29,2876
2016,30,2475
2016,31,2772
2016,32,2657
2016,33,2675
2016,34,2560
2016,35,2541
2016,36,2634
2016,37,2873
2016,38,2652
2016,39,2753
2016,40,2707
2016,41,2764
2016,42,2585
2016,43,2316
2016,44,2838
2016,45,2604
2016,46,2970
2016,47,2877
2016,48,3017
2016,49,2783
2016,50,2708
2016,51,2353
2016,52,1479
2016,53,976
2017,1,2368
2017,2,2515
2017,3,2666
2017,4,2724
2017,5,2549
2017,6,2491
2017,7,2402
2017,8,2272
2017,9,2707
2017,10,2406
2017,11,2383
2017,12,2519
2017,13,2533
2017,14,2319
2017,15,2234
2017,16,2065
2017,17,2374
2017,18,2558
2017,19,2359
2017,20,2489
2017,21,2765
2017,22,2413
2017,23,2585
2017,24,2814
2017,25,2717
2017,26,2576
2017,27,2485
2017,28,2632
2017,29,2648
2017,30,2286
2017,31,2352
2017,32,2641
2017,33,2415
2017,34,2268
2017,35,2473
2017,36,2497
2017,37,2534
2017,38,2602
2017,39,2713
2017,40,2471
2017,41,2417
2017,42,2602
2017,43,2498
2017,44,2398
2017,45,2520
2017,46,2750
2017,47,2854
2017,48,2649
2017,49,2573
2017,50,2632
2017,51,2433
2017,52,1836
2018,1,2294
2018,2,2228
2018,3,2514
2018,4,2332
2018,5,2188
2018,6,2538
2018,7,2364
2018,8,2181
2018,9,1875
2018,10,2401
2018,11,2149
2018,12,2135
2018,13,2079
2018,14,2043
2018,15,2222
2018,16,2622
2018,17,2233
2018,18,2317
2018,19,2525
2018,20,2629
2018,21,2530
2018,22,2034
2018,23,2504
2018,24,2501
2018,25,2587
2018,26,2910
2018,27,2373
2018,28,2489
2018,29,2297
2018,30,2403
2018,31,2382
2018,32,2341
2018,33,2028
2018,34,2217
2018,35,2181
2018,36,2431
2018,37,2495
2018,38,2471
2018,39,2645
2018,40,2309
2018,41,2473
2018,42,2473
2018,43,2364
2018,44,2237
2018,45,2469
2018,46,2558
2018,47,2504
2018,48,2860
2018,49,2168
2018,50,2614
2018,51,2467
2018,52,1451
2019,1,2272
2019,2,2164
2019,3,2201
2019,4,2289
2019,5,2205
2019,6,2369
2019,7,2411
2019,8,2147
2019,9,2078
2019,10,2314
2019,11,2143
2019,12,2092
2019,13,2264
2019,14,2273
2019,15,2315
2019,16,2089
2019,17,2004
2019,18,2076
2019,19,2454
2019,20,2322
2019,21,2346
2019,22,1947
2019,23,2140
2019,24,2259
2019,25,2325
2019,26,2419
2019,27,2242
2019,28,2146
2019,29,2385
2019,30,2319
2019,31,2283
2019,32,2364
2019,33,2063
2019,34,2289
2019,35,2183
2019,36,2022
2019,37,2398
2019,38,2606
2019,39,2416
2019,40,2171
2019,41,2211
2019,42,2446
2019,43,2208
2019,44,2275
2019,45,2269
2019,46,2537
2019,47,2507
2019,48,2660
2019,49,2222
2019,50,2446
2019,51,2524
2019,52,1426
2020,1,956
2020,2,1926
2020,3,2492
2020,4,2293
2020,5,2176
2020,6,1601
2020,7,2128
2020,8,1828
2020,9,2141
2020,10,1504
2020,11,2003
2020,12,1382
2020,13,684
2020,14,1228
2020,15,2064
2020,16,736
2020,17,956
2020,18,1319
2020,19,1574
2020,20,1377
2020,21,1406
2020,22,1656
2020,23,1809
2020,24,1755
2020,25,1631
2020,26,1910
2020,27,1650
2020,28,1811
2020,29,1775
2020,30,1867
2020,31,2040
2020,32,1495
2020,33,1879
2020,34,1942
2020,35,2011
2020,36,1524
2020,37,2038
2020,38,2350
2020,39,2145
2020,40,2005
2020,41,1775
2020,42,2020
2020,43,1957
2020,44,1856
2020,45,1657
2020,46,1837
2020,47,1726
2020,48,1698
2020,49,1570
2020,50,1925
2020,51,2028
2020,52,1432
2020,53,651
