accident_year,weekNum,speed_limit
1992,52,39.5571506
1992,53,39.32483731
1993,1,38.97793787
1993,2,38.34293948
1993,3,39.05887829
1993,4,38.28481602
1993,5,38.61166953
1993,6,39.13569682
1993,7,38.46927053
1993,8,38.55086372
1993,9,39.45979212
1993,10,39.17043024
1993,11,38.10516113
1993,12,38.17410714
1993,13,39.20230658
1993,14,39.36335265
1993,15,39.23776758
1993,16,38.5411296
1993,17,37.85421879
1993,18,38.94097616
1993,19,39.23606763
1993,20,38.71762208
1993,21,38.99305702
1993,22,38.55729702
1993,23,39.30812456
1993,24,38.94996779
1993,25,38.99241347
1993,26,38.8521974
1993,27,38.72098165
1993,28,39.83339867
1993,29,39.53847885
1993,30,39.24562162
1993,31,39.37279774
1993,32,39.46592065
1993,33,39.02137767
1993,34,39.13570887
1993,35,39.94005994
1993,36,39.2996988
1993,37,39.32165741
1993,38,38.88770509
1993,39,39.15067223
1993,40,38.58275631
1993,41,38.9218409
1993,42,39.14448237
1993,43,39.50136463
1993,44,39.55606024
1993,45,39.23999187
1993,46,39.65645695
1993,47,39.74190905
1993,48,39.23798883
1993,49,39.63107997
1993,50,39.20847991
1993,51,39.24862463
1993,52,41.07113655
1993,53,38.3979975
1994,1,39.14976415
1994,2,38.81094844
1994,3,39.20531243
1994,4,38.41741071
1994,5,39.42644588
1994,6,39.44200555
1994,7,40.11675127
1994,8,39.37431009
1994,9,38.67583314
1994,10,39.33825944
1994,11,38.35368611
1994,12,38.29522673
1994,13,38.64859526
1994,14,39.62425278
1994,15,38.80444444
1994,16,38.15754923
1994,17,37.86900159
1994,18,38.83415435
1994,19,38.32625834
1994,20,38.79943833
1994,21,38.97376543
1994,22,39.11515454
1994,23,38.99201278
1994,24,38.63148479
1994,25,38.99339207
1994,26,38.50606061
1994,27,38.97089118
1994,28,39.44461371
1994,29,39.47350696
1994,30,39.78395062
1994,31,38.7230371
1994,32,39.05287747
1994,33,39.33732219
1994,34,40.11383731
1994,35,39.61249145
1994,36,38.96973599
1994,37,39.03065452
1994,38,38.7978747
1994,39,38.355799
1994,40,39.4009128
1994,41,38.82015306
1994,42,39.5085885
1994,43,39.27293491
1994,44,38.23212748
1994,45,39.67236181
1994,46,38.7377897
1994,47,39.42083988
1994,48,38.53353102
1994,49,38.95497683
1994,50,39.25
1994,51,39.90709459
1994,52,40.02329795
1995,1,38.9141651
1995,2,39.36429872
1995,3,39.13858994
1995,4,39.44444444
1995,5,39.141542
1995,6,39.4890434
1995,7,38.51799035
1995,8,38.47806005
1995,9,38.35682327
1995,10,40.01137539
1995,11,39.11159889
1995,12,38.03982415
1995,13,38.48478016
1995,14,38.62607884
1995,15,38.72256473
1995,16,39.60410628
1995,17,38.22951252
1995,18,38.53666841
1995,19,38.96807034
1995,20,38.35527544
1995,21,38.58966773
1995,22,38.79026485
1995,23,38.96199214
1995,24,38.77557915
1995,25,38.9401184
1995,26,38.57402939
1995,27,39.10092933
1995,28,39.80990547
1995,29,39.25862463
1995,30,39.66105603
1995,31,38.85060427
1995,32,39.90334492
1995,33,39.2517321
1995,34,39.77242744
1995,35,39.16352498
1995,36,39.1922888
1995,37,39.07485451
1995,38,38.92088749
1995,39,38.58442795
1995,40,38.5799216
1995,41,40.03331127
1995,42,39.34176334
1995,43,39.77854024
1995,44,38.346544
1995,45,39.58514567
1995,46,39.25317186
1995,47,39.25750554
1995,48,39.09602573
1995,49,38.84711014
1995,50,39.53072871
1995,51,39.28864569
1995,52,41.60909091
1996,1,39.58537027
1996,2,39.85496559
1996,3,39.66624204
1996,4,40.2762944
1996,5,38.59963057
1996,6,38.95651173
1996,7,38.41269841
1996,8,39.52036501
1996,9,38.9427027
1996,10,38.94415918
1996,11,39.22119141
1996,12,38.76085339
1996,13,38.06512447
1996,14,38.3994677
1996,15,39.41986026
1996,16,38.7402964
1996,17,38.28765645
1996,18,38.93136297
1996,19,38.92799516
1996,20,38.06447831
1996,21,39.25643666
1996,22,38.88451777
1996,23,39.07872697
1996,24,39.51589595
1996,25,38.64708658
1996,26,39.21940463
1996,27,39.37400951
1996,28,39.6714032
1996,29,39.38438438
1996,30,39.75569312
1996,31,39.09590643
1996,32,39.08546829
1996,33,40.04099321
1996,34,40.18174392
1996,35,39.61757045
1996,36,38.98910271
1996,37,39.52126567
1996,38,38.87298748
1996,39,39.59482925
1996,40,38.76218545
1996,41,40.33619291
1996,42,39.63997851
1996,43,39.88629442
1996,44,39.54125616
1996,45,38.92932366
1996,46,39.49721207
1996,47,39.43067529
1996,48,39.28940799
1996,49,38.80186283
1996,50,39.79440789
1996,51,39.74034374
1996,52,41.08180202
1997,1,38.74375284
1997,2,39.57424275
1997,3,40.50977232
1997,4,39.34394493
1997,5,39.93150685
1997,6,39.12284784
1997,7,40.36912752
1997,8,38.78688525
1997,9,38.95157804
1997,10,39.70039508
1997,11,38.88032638
1997,12,38.47212337
1997,13,39.16111376
1997,14,39.7386231
1997,15,39.21598272
1997,16,38.35893684
1997,17,39.21488408
1997,18,38.70769985
1997,19,39.98241758
1997,20,39.01993704
1997,21,39.5225956
1997,22,39.32633021
1997,23,39.38458216
1997,24,39.85542659
1997,25,39.65853659
1997,26,39.57914573
1997,27,38.93650089
1997,28,39.73893805
1997,29,39.72204126
1997,30,40.23027633
1997,31,39.03655914
